URL;Method;POST Params;JSON Params;XML Params;Attacked Parameters;Response Status Code;Response Time
"https://miaplicacionweb.azurewebsites.net/ImagenesCasa/";"GET";"";"";"";"";"403";"54,7"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa";"GET";"";"";"";"";"500";"46,9"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa?identificador=41&text=";"GET";"";"";"";"identificador,text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?pais_residencia=&localidad=&idioma_hablado=&text=";"GET";"";"";"";"pais_residencia,localidad,idioma_hablado,text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?pais_residencia=&localidad=&idioma_hablado=";"POST";"mensaje";"";"";"pais_residencia,localidad,idioma_hablado,mensaje";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/ImagenesHijo/";"GET";"";"";"";"";"403";"78,1"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo";"GET";"";"";"";"";"500";"88,9"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=22&text=";"GET";"";"";"";"identificadorHijo,text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?pais=&nacionalidad=&sexo=&idioma=&text=";"GET";"";"";"";"pais,nacionalidad,sexo,idioma,text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?pais=&nacionalidad=&sexo=&idioma=";"POST";"mensaje";"";"";"pais,nacionalidad,sexo,idioma,mensaje";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Content/Scripts/";"GET";"";"";"";"";"403";"91,8"
"https://miaplicacionweb.azurewebsites.net/Content/Scripts/jquery-1.10.2.min.js";"GET";"";"";"";"";"200";"552,9"
"https://miaplicacionweb.azurewebsites.net/Scripts/gridmvc.min.js";"GET";"";"";"";"";"200";"141,8"
"https://miaplicacionweb.azurewebsites.net/Content/Scripts/bootstrap.min.js";"GET";"";"";"";"";"200";"162,7"
"https://miaplicacionweb.azurewebsites.net/Content/Gridmvc.css";"GET";"";"";"";"";"200";"122,7"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=foto&grid-dir=0&text=";"GET";"";"";"";"grid-column,grid-dir,text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaCrearCasa?text=";"GET";"";"";"";"text";"200";"54,4"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaCrearHijo?text=";"GET";"";"";"";"text";"200";"837,9"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?text=";"GET";"";"";"";"text";"200";"94,7"
"https://miaplicacionweb.azurewebsites.net/Manage/ChangePassword";"POST";"__RequestVerificationToken,OldPassword,NewPassword,ConfirmPassword";"";"";"__RequestVerificationToken,OldPassword,NewPassword,ConfirmPassword";"200";"112,3"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?text=";"GET";"";"";"";"text";"200";"238,3"
"https://miaplicacionweb.azurewebsites.net/Manage/LinkLogin";"POST";"__RequestVerificationToken,provider";"";"";"__RequestVerificationToken,provider";"302";"111,3"
"https://miaplicacionweb.azurewebsites.net/Manage/AddPhoneNumber";"POST";"__RequestVerificationToken,Number";"";"";"__RequestVerificationToken,Number";"200";"106,4"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=foto&grid-dir=0&grid-filter=pais__1__3";"GET";"";"";"";"grid-column,grid-dir,grid-filter";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-filter=nombre__1__3&text=";"GET";"";"";"";"grid-filter,text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Manage/ChangePassword?text=";"GET";"";"";"";"text";"200";"69,3"
"https://miaplicacionweb.azurewebsites.net/UsuarioAux/VistaCrearUsuarioAux";"POST";"__RequestVerificationToken,id_usuario,nombre,apellidos,fecha_nac,lugar_nac,telefono";"";"";"__RequestVerificationToken,id_usuario,nombre,apellidos,fecha_nac,lugar_nac,telefono";"500";"152,3"
"https://miaplicacionweb.azurewebsites.net/Manage/ManageLogins?text=";"GET";"";"";"";"text";"200";"115,2"
"https://miaplicacionweb.azurewebsites.net/Manage/AddPhoneNumber?text=";"GET";"";"";"";"text";"200";"64,5"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Create";"GET";"";"";"";"";"500";"248,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Edit/6?text=";"GET";"";"";"";"text,param1";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Details/6?text=";"GET";"";"";"";"text,param1";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Delete/6?text=";"GET";"";"";"";"text,param1";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Hijo/MisHijos?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Casa/MisCasas?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Create";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Edit/63";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Details/63";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Delete/63";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Edit/64";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Details/64";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Delete/64";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Edit/65";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Details/65";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Delete/65";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Edit/67";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Details/67";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Delete/67";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/UsuarioAux/VistaCrearUsuarioAux?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/UsuarioAux/idUsuario?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/SolicitudesIntercambio?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/SolicitudesReserva?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/SolicitudesUserIntercambio?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Create";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Edit/63";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Details/63";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Delete/63";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Edit/64";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Details/64";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Delete/64";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Edit/65";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Details/65";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Delete/65";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Edit/67";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Details/67";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/Delete/67";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/SolicitudesUserReserva?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaIntercambios/Create";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaIntercambios/Edit/6";"GET";"";"";"";"param1";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaIntercambios/Details/6";"GET";"";"";"";"param1";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaIntercambios/Delete/6";"GET";"";"";"";"param1";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaIntercambios/Details/26";"GET";"";"";"";"";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/tarjetas/MisTarjetas?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/tarjetas/?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/MisFacturasReserva?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaReservas/?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaIntercambios/MisFacturasIntercambio?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/FacturaIntercambios/?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Manage/DisableTwoFactorAuthentication";"POST";"__RequestVerificationToken";"";"";"__RequestVerificationToken";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Account/ForgotPassword";"POST";"__RequestVerificationToken,Email";"";"";"__RequestVerificationToken,Email";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Account/ForgotPassword?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Account/Login?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Reservas/Create?identificadorCasa=37&identificadorPadreCasa=6213af54-dc8f-4468-9d2f-12c410dd71eb&precioCasa=45.0000";"GET";"";"";"";"identificadorCasa,identificadorPadreCasa,precioCasa";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Create?identificadorHijo=29&identificadorPadre=f664cc48-42f6-49d5-bbcf-128f2cfed55a&text=";"GET";"";"";"";"identificadorHijo,identificadorPadre,text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?text=";"GET";"";"";"";"text";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?text=";"POST";"mensaje";"";"";"text,mensaje";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?text=";"POST";"mensaje";"";"";"text,mensaje";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Edit/6";"POST";"__RequestVerificationToken,codigo_intercambio,id_padre_deSolicitante,id_padre_deConfirmador,id_hijo_deConfirmador,fecha_inicio,fecha_fin,id_hijo_deSolicitante,boolconfirmado";"";"";"param1,__RequestVerificationToken,codigo_intercambio,id_padre_deSolicitante,id_padre_deConfirmador,id_hijo_deConfirmador,fecha_inicio,fecha_fin,id_hijo_deSolicitante,boolconfirmado";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Delete/6";"POST";"__RequestVerificationToken";"";"";"param1,__RequestVerificationToken";"0";"0,0"
"https://miaplicacionweb.azurewebsites.net/Intercambios/Create";"POST";"__RequestVerificationToken,fecha_inicio,fecha_fin,id_padre_deSolicitante,id_padre_deConfirmador,id_hijo_deConfirmador,boolconfirmado,id_hijo_deSolicitante";"";"";"__RequestVerificationToken,fecha_inicio,fecha_fin,id_padre_deSolicitante,id_padre_deConfirmador,id_hijo_deConfirmador,boolconfirmado,id_hijo_deSolicitante";"0";"0,0"
