URL;Method;POST Params;JSON Params;XML Params;Response Status Code;Response Time;Parsing Source
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa?identificador=37";"GET";"";"";"";"200";"171,9";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa?identificador=38";"GET";"";"";"";"200";"98,6";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa?identificador=39";"GET";"";"";"";"200";"120,1";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa?identificador=41";"GET";"";"";"";"200";"87,9";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaDeCasa?identificador=42";"GET";"";"";"";"200";"101,6";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?pais_residencia=&localidad=&idioma_hablado=";"GET";"";"";"";"200";"81,1";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?pais_residencia=3&localidad=3&idioma_hablado=3";"GET";"";"";"";"200";"99,6";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar";"POST";"mensaje";"";"";"200";"110,4";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar";"POST";"mensaje";"";"";"200";"137,7";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/ImagenesHijo/";"GET";"";"";"";"403";"78,1";"RelatedLink"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo";"GET";"";"";"";"500";"88,9";"RelatedLink"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=22";"GET";"";"";"";"200";"320,3";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=23";"GET";"";"";"";"200";"83,0";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=24";"GET";"";"";"";"200";"85,9";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=25";"GET";"";"";"";"200";"85,0";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=26";"GET";"";"";"";"200";"146,5";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=29";"GET";"";"";"";"200";"454,1";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=30";"GET";"";"";"";"200";"201,2";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=31";"GET";"";"";"";"200";"83,0";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/DetallesHijo?identificadorHijo=32";"GET";"";"";"";"200";"131,8";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?pais=&nacionalidad=&sexo=&idioma=";"GET";"";"";"";"200";"85,9";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?pais=3&nacionalidad=3&sexo=3&idioma=3";"GET";"";"";"";"200";"324,4";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda";"POST";"mensaje";"";"";"200";"143,9";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda";"POST";"mensaje";"";"";"200";"258,1";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Content/Scripts/";"GET";"";"";"";"403";"91,8";"RelatedLink"
"https://miaplicacionweb.azurewebsites.net/Content/Scripts/jquery-1.10.2.min.js";"GET";"";"";"";"200";"552,9";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Scripts/gridmvc.min.js";"GET";"";"";"";"200";"141,8";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Content/Scripts/bootstrap.min.js";"GET";"";"";"";"200";"162,7";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Content/Gridmvc.css";"GET";"";"";"";"200";"122,7";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Content/Css/";"GET";"";"";"";"404";"112,2";"RelatedLink"
"https://miaplicacionweb.azurewebsites.net/Content/Css/bootstrap.min.css";"GET";"";"";"";"404";"47,9";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=foto&grid-dir=0";"GET";"";"";"";"200";"69,6";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=foto&grid-dir=3";"GET";"";"";"";"500";"67,0";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=nombre&grid-dir=0";"GET";"";"";"";"200";"235,4";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=nombre&grid-dir=3";"GET";"";"";"";"500";"152,7";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=apellidos&grid-dir=0";"GET";"";"";"";"200";"86,3";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=apellidos&grid-dir=3";"GET";"";"";"";"500";"97,9";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=edad&grid-dir=0";"GET";"";"";"";"200";"146,3";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=edad&grid-dir=3";"GET";"";"";"";"500";"594,1";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-column=nacionalidad&grid-dir=0";"GET";"";"";"";"200";"75,8";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaCrearCasa";"POST";"__RequestVerificationToken,codigo_mfa,id_usuario,email,pais_residencia,localidad,idioma_hablado,num_hijos,sexo_recibir,sexo_hijos,edad_recibir,capacidad_max,duracion_estancia_max,descripcion,fotoCasa1,fotoCasa2,fotoCasa3,fotoCasa4,precio";"";"";"500";"105,3";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaCrearCasa";"POST";"__RequestVerificationToken,codigo_mfa,id_usuario,email,pais_residencia,localidad,idioma_hablado,num_hijos,sexo_recibir,sexo_hijos,edad_recibir,capacidad_max,duracion_estancia_max,descripcion,fotoCasa1,fotoCasa2,fotoCasa3,fotoCasa4,precio";"";"";"500";"142,8";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaCrearCasa?text=";"GET";"";"";"";"200";"54,4";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaCrearCasa?text=3";"GET";"";"";"";"200";"201,2";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaCrearHijo?text=";"GET";"";"";"";"200";"837,9";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaCrearHijo?text=3";"GET";"";"";"";"200";"168,9";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaCrearHijo";"POST";"__RequestVerificationToken,id_usuario,nombre,apellidos,fecha_nac,direccion,localidad,cod_postal,pais,telefono,sexo,nacionalidad,idioma_casa,idioma_deseado,duracion_estimada,edad,email,descripcion,fotoHijo1,fotoHijo2";"";"";"200";"59,6";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaCrearHijo";"POST";"__RequestVerificationToken,id_usuario,nombre,apellidos,fecha_nac,direccion,localidad,cod_postal,pais,telefono,sexo,nacionalidad,idioma_casa,idioma_deseado,duracion_estimada,edad,email,descripcion,fotoHijo1,fotoHijo2";"";"";"200";"95,7";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/EnableTwoFactorAuthentication";"POST";"__RequestVerificationToken";"";"";"302";"247,1";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?text=";"GET";"";"";"";"200";"94,7";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Casa/VistaBuscar?text=3";"GET";"";"";"";"200";"110,4";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/ChangePassword";"POST";"__RequestVerificationToken,OldPassword,NewPassword,ConfirmPassword";"";"";"200";"112,3";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Manage/ChangePassword";"POST";"__RequestVerificationToken,OldPassword,NewPassword,ConfirmPassword";"";"";"500";"123,0";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?text=";"GET";"";"";"";"200";"238,3";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/Busqueda?text=3";"GET";"";"";"";"200";"331,1";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/LinkLogin";"GET";"";"";"";"404";"89,8";"TextParser"
"https://miaplicacionweb.azurewebsites.net/Manage/LinkLogin";"POST";"__RequestVerificationToken,provider";"";"";"302";"111,3";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Manage/AddPhoneNumber";"POST";"__RequestVerificationToken,Number";"";"";"200";"106,4";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Manage/AddPhoneNumber";"POST";"__RequestVerificationToken,Number";"";"";"500";"104,5";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-filter=nombre__1__3";"GET";"";"";"";"200";"118,2";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?text=";"GET";"";"";"";"200";"128,9";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?text=3";"GET";"";"";"";"200";"81,1";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-filter=apellidos__1__3";"GET";"";"";"";"200";"119,1";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-filter=nacionalidad__1__3";"GET";"";"";"";"200";"86,9";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-filter=pais__1__3";"GET";"";"";"";"200";"75,2";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Hijo/VistaHijoOrdenada?grid-filter=edad__1__3";"GET";"";"";"";"200";"94,7";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/ChangePassword?text=";"GET";"";"";"";"200";"69,3";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/ChangePassword?text=3";"GET";"";"";"";"200";"214,8";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/?text=";"GET";"";"";"";"200";"110,4";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/?text=3";"GET";"";"";"";"200";"127,9";"DomParser"
"https://miaplicacionweb.azurewebsites.net/UsuarioAux/VistaCrearUsuarioAux";"POST";"__RequestVerificationToken,id_usuario,nombre,apellidos,fecha_nac,lugar_nac,telefono";"";"";"500";"152,3";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/UsuarioAux/VistaCrearUsuarioAux";"POST";"__RequestVerificationToken,id_usuario,nombre,apellidos,fecha_nac,lugar_nac,telefono";"";"";"500";"149,4";"TextParserForm"
"https://miaplicacionweb.azurewebsites.net/Manage/LinkLogin";"POST";"__RequestVerificationToken,provider";"";"";"302";"369,1";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/LinkLogin";"POST";"__RequestVerificationToken,provider";"";"";"302";"111,3";"DomParser"
"https://miaplicacionweb.azurewebsites.net/Manage/LinkLogin";"POST";"__RequestVerificationToken";"";"";"401";"101,6";"DomParserExtractedResource"
"https://miaplicacionweb.azurewebsites.net/Manage/ManageLogins?text=";"GET";"";"";"";"200";"115,2";"DomParser"
